id_venta,fecha_venta,hora_venta,producto,categoria_producto,cantidad,precio_unitario,total_venta,local,canal_venta,cliente_frecuente,medio_pago,estado_inventario,margen_utilidad_porcentual,formalizado,tipo_turno,aporte_social,latitud,longitud
655,2024-03-16,16:15,Capuchino,Bebida Caliente,1,6000,6000,Suba,Presencial,No,Efectivo,"11 kg cafe, 7 litros leche",39.27,Si,Tarde,0.0,4.755,-74.09
656,2024-08-20,13:30,Muffin,Panaderia,1,4200,4200,Fontibon,Online,Si,Nequi,"20 kg cafe, 8 litros leche",32.09,Si,Manana,0.0,4.68,-74.15
657,2023-08-04,06:00,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,No,Efectivo,"9 kg cafe, 6 litros leche",28.67,Si,Manana,0.0,4.645,-74.057
658,2023-03-18,18:30,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,No,Tarjeta Debito,"3 kg cafe, 5 litros leche",46.32,Si,Noche,0.0,4.645,-74.057
659,2024-04-17,06:45,Latte,Bebida Caliente,2,6500,13000,Engativa,Presencial,Si,Tarjeta Debito,"8 kg cafe, 4 litros leche",42.11,Si,Noche,0.0,4.7,-74.1
660,2023-10-24,09:30,Agua,Bebida Fria,4,3000,12000,Engativa,Presencial,No,Efectivo,"7 kg cafe, 9 litros leche",53.8,Si,Noche,0.0,4.7,-74.1
661,2024-08-25,14:15,Cafe Americano,Bebida Caliente,2,5000,10000,Usaquen,Presencial,Si,Efectivo,"11 kg cafe, 1 litros leche",40.36,Si,Noche,0.0,4.702,-74.03
662,2024-12-09,09:15,Muffin,Panaderia,4,4200,16800,Chapinero,Presencial,No,Tarjeta Debito,"2 kg cafe, 10 litros leche",51.33,Si,Tarde,0.0,4.645,-74.057
663,2023-10-08,07:30,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,Si,Tarjeta Credito,"15 kg cafe, 5 litros leche",43.07,Si,Tarde,0.0,4.702,-74.03
664,2025-01-11,12:45,Agua,Bebida Fria,3,3000,9000,Chapinero,Presencial,Si,Nequi,"3 kg cafe, 3 litros leche",46.95,Si,Tarde,0.0,4.645,-74.057
665,2024-04-20,18:30,Te Chai,Bebida Caliente,4,5500,22000,Suba,Online,No,Nequi,"14 kg cafe, 2 litros leche",30.16,No,Manana,0.0,4.755,-74.09
666,2025-05-11,17:30,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Tarjeta Credito,"20 kg cafe, 4 litros leche",22.96,Si,Tarde,0.0,4.702,-74.03
667,2024-05-25,19:30,Croissant,Panaderia,4,4000,16000,Suba,Presencial,No,Tarjeta Debito,"20 kg cafe, 10 litros leche",44.36,Si,Tarde,0.0,4.755,-74.09
668,2023-06-11,13:30,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,No,Tarjeta Debito,"17 kg cafe, 1 litros leche",57.11,Si,Manana,0.5,4.702,-74.03
669,2025-03-30,09:45,Te Chai,Bebida Caliente,2,5500,11000,Engativa,Presencial,Si,Tarjeta Credito,"7 kg cafe, 7 litros leche",38.23,Si,Noche,0.0,4.7,-74.1
670,2023-03-13,08:45,Muffin,Panaderia,1,4200,4200,Usaquen,Presencial,No,Tarjeta Credito,"3 kg cafe, 4 litros leche",45.78,No,Noche,0.0,4.702,-74.03
671,2023-10-06,16:45,Croissant,Panaderia,1,4000,4000,Engativa,Presencial,Si,Efectivo,"17 kg cafe, 7 litros leche",56.64,Si,Tarde,0.0,4.7,-74.1
672,2023-06-16,14:00,Latte,Bebida Caliente,1,6500,6500,Suba,Presencial,No,Tarjeta Credito,"3 kg cafe, 1 litros leche",55.55,Si,Noche,0.0,4.755,-74.09
673,2023-02-26,06:45,Agua,Bebida Fria,1,3000,3000,Usaquen,Presencial,No,Tarjeta Credito,"5 kg cafe, 5 litros leche",24.09,Si,Noche,0.0,4.702,-74.03
674,2023-06-12,12:00,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Tarjeta Debito,"20 kg cafe, 8 litros leche",29.22,Si,Manana,0.0,4.755,-74.09
675,2025-01-03,20:45,Latte,Bebida Caliente,2,6500,13000,Chapinero,Presencial,No,Nequi,"6 kg cafe, 3 litros leche",52.96,Si,Noche,0.0,4.645,-74.057
676,2023-04-06,13:00,Te Chai,Bebida Caliente,2,5500,11000,Chapinero,Presencial,No,Tarjeta Debito,"20 kg cafe, 2 litros leche",29.25,Si,Tarde,0.0,4.645,-74.057
677,2023-05-17,17:30,Sandwich,Otros,4,7000,28000,Fontibon,Online,No,Nequi,"3 kg cafe, 1 litros leche",54.24,Si,Manana,2.0,4.68,-74.15
678,2024-10-31,16:15,Te Chai,Bebida Caliente,2,5500,11000,Usaquen,Presencial,No,Tarjeta Debito,"14 kg cafe, 7 litros leche",23.81,Si,Noche,0.0,4.702,-74.03
679,2024-01-15,08:00,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,No,Efectivo,"20 kg cafe, 8 litros leche",37.22,Si,Tarde,0.0,4.645,-74.057
680,2023-10-13,20:15,Croissant,Panaderia,2,4000,8000,Usaquen,Presencial,No,Tarjeta Credito,"5 kg cafe, 10 litros leche",32.46,Si,Tarde,0.0,4.702,-74.03
681,2025-05-28,14:45,Te Chai,Bebida Caliente,2,5500,11000,Chapinero,Presencial,Si,Efectivo,"3 kg cafe, 1 litros leche",57.67,Si,Manana,0.0,4.645,-74.057
682,2023-12-28,09:15,Muffin,Panaderia,1,4200,4200,Suba,Presencial,Si,Nequi,"19 kg cafe, 8 litros leche",35.79,Si,Manana,0.0,4.755,-74.09
683,2024-09-03,11:45,Cafe Americano,Bebida Caliente,2,5000,10000,Chapinero,Online,Si,Efectivo,"8 kg cafe, 5 litros leche",27.85,Si,Manana,1.0,4.645,-74.057
684,2023-12-04,08:00,Latte,Bebida Caliente,1,6500,6500,Usaquen,Online,Si,Tarjeta Debito,"2 kg cafe, 10 litros leche",36.8,Si,Tarde,1.0,4.702,-74.03
685,2023-11-22,19:45,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Presencial,Si,Tarjeta Credito,"13 kg cafe, 8 litros leche",47.99,Si,Noche,0.0,4.645,-74.057
686,2023-08-14,19:30,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Efectivo,"5 kg cafe, 9 litros leche",39.47,Si,Manana,0.5,4.645,-74.057
687,2023-08-10,13:45,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Online,No,Nequi,"12 kg cafe, 7 litros leche",31.93,Si,Tarde,0.0,4.702,-74.03
688,2023-01-10,18:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Tarjeta Debito,"18 kg cafe, 2 litros leche",33.05,Si,Tarde,0.0,4.645,-74.057
689,2023-07-27,09:45,Croissant,Panaderia,1,4000,4000,Fontibon,Online,No,Tarjeta Debito,"14 kg cafe, 6 litros leche",56.62,Si,Noche,0.0,4.68,-74.15
690,2024-09-14,06:00,Cafe Americano,Bebida Caliente,4,5000,20000,Chapinero,Presencial,No,Tarjeta Credito,"12 kg cafe, 2 litros leche",32.4,No,Manana,0.0,4.645,-74.057
691,2025-02-23,13:30,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Presencial,No,Efectivo,"10 kg cafe, 9 litros leche",52.36,Si,Noche,1.0,4.645,-74.057
692,2023-02-20,15:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,No,Efectivo,"3 kg cafe, 2 litros leche",21.22,Si,Tarde,1.0,4.702,-74.03
693,2025-01-07,16:15,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Presencial,No,Efectivo,"8 kg cafe, 3 litros leche",28.84,Si,Noche,0.0,4.702,-74.03
694,2023-11-16,15:00,Cafe Americano,Bebida Caliente,2,5000,10000,Fontibon,Online,No,Tarjeta Credito,"8 kg cafe, 8 litros leche",27.73,Si,Tarde,0.0,4.68,-74.15
695,2023-04-27,15:45,Muffin,Panaderia,2,4200,8400,Suba,Presencial,No,Tarjeta Debito,"1 kg cafe, 2 litros leche",51.14,Si,Tarde,0.0,4.755,-74.09
696,2023-11-19,13:30,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,Si,Tarjeta Credito,"18 kg cafe, 3 litros leche",39.28,Si,Manana,0.5,4.645,-74.057
697,2023-02-14,15:45,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,Si,Efectivo,"13 kg cafe, 10 litros leche",29.89,Si,Manana,0.0,4.7,-74.1
698,2024-11-18,16:00,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Efectivo,"3 kg cafe, 7 litros leche",48.64,Si,Noche,2.0,4.702,-74.03
699,2023-04-06,13:00,Agua,Bebida Fria,4,3000,12000,Fontibon,Presencial,No,Nequi,"2 kg cafe, 7 litros leche",41.67,Si,Tarde,0.0,4.68,-74.15
700,2023-12-25,06:00,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,Si,Nequi,"8 kg cafe, 5 litros leche",30.73,No,Tarde,0.0,4.645,-74.057
701,2023-03-07,06:15,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Online,No,Efectivo,"16 kg cafe, 6 litros leche",42.74,Si,Manana,0.0,4.702,-74.03
702,2023-03-17,06:30,Cafe Americano,Bebida Caliente,3,5000,15000,Engativa,Presencial,No,Efectivo,"2 kg cafe, 7 litros leche",20.64,Si,Tarde,0.0,4.7,-74.1
703,2025-02-16,20:30,Capuchino,Bebida Caliente,2,6000,12000,Fontibon,Presencial,Si,Efectivo,"4 kg cafe, 3 litros leche",58.96,Si,Noche,0.5,4.68,-74.15
704,2024-09-19,10:15,Te Chai,Bebida Caliente,3,5500,16500,Chapinero,Online,Si,Tarjeta Debito,"18 kg cafe, 9 litros leche",43.42,Si,Manana,0.0,4.645,-74.057
705,2023-01-25,20:45,Te Chai,Bebida Caliente,3,5500,16500,Engativa,Presencial,Si,Efectivo,"1 kg cafe, 7 litros leche",55.64,Si,Noche,0.0,4.7,-74.1
706,2024-05-13,08:30,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Efectivo,"5 kg cafe, 7 litros leche",46.1,Si,Tarde,0.0,4.755,-74.09
707,2024-02-04,17:15,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Presencial,No,Nequi,"12 kg cafe, 10 litros leche",31.8,Si,Noche,0.0,4.68,-74.15
708,2023-06-26,14:00,Te Chai,Bebida Caliente,4,5500,22000,Fontibon,Presencial,Si,Efectivo,"6 kg cafe, 7 litros leche",48.55,Si,Noche,0.0,4.68,-74.15
709,2024-05-23,16:45,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,Si,Tarjeta Debito,"8 kg cafe, 5 litros leche",42.35,No,Noche,0.5,4.702,-74.03
710,2025-05-30,10:15,Capuchino,Bebida Caliente,3,6000,18000,Usaquen,Presencial,No,Tarjeta Credito,"4 kg cafe, 10 litros leche",31.38,No,Noche,0.0,4.702,-74.03
711,2024-10-29,15:30,Muffin,Panaderia,1,4200,4200,Usaquen,Presencial,No,Tarjeta Debito,"7 kg cafe, 9 litros leche",26.31,Si,Tarde,0.0,4.702,-74.03
712,2023-12-11,10:15,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Efectivo,"4 kg cafe, 8 litros leche",27.35,No,Manana,0.0,4.702,-74.03
713,2023-07-15,10:00,Muffin,Panaderia,3,4200,12600,Fontibon,Presencial,Si,Efectivo,"8 kg cafe, 3 litros leche",38.19,No,Manana,0.0,4.68,-74.15
714,2023-09-30,12:15,Latte,Bebida Caliente,1,6500,6500,Engativa,Online,No,Nequi,"17 kg cafe, 3 litros leche",35.33,Si,Tarde,0.0,4.7,-74.1
715,2024-08-16,11:45,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,Si,Tarjeta Debito,"14 kg cafe, 8 litros leche",54.68,No,Manana,0.0,4.702,-74.03
716,2024-07-31,20:00,Capuchino,Bebida Caliente,2,6000,12000,Chapinero,Online,No,Tarjeta Debito,"4 kg cafe, 4 litros leche",46.97,Si,Tarde,0.5,4.645,-74.057
717,2023-12-20,12:00,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,No,Tarjeta Credito,"18 kg cafe, 3 litros leche",26.37,Si,Noche,0.0,4.7,-74.1
718,2023-07-13,07:15,Sandwich,Otros,1,7000,7000,Fontibon,Online,Si,Tarjeta Credito,"19 kg cafe, 6 litros leche",29.44,Si,Noche,0.0,4.68,-74.15
719,2023-07-30,20:45,Capuchino,Bebida Caliente,2,6000,12000,Fontibon,Presencial,No,Tarjeta Credito,"13 kg cafe, 2 litros leche",27.07,Si,Tarde,0.0,4.68,-74.15
720,2024-06-11,18:30,Capuchino,Bebida Caliente,2,6000,12000,Chapinero,Presencial,Si,Tarjeta Credito,"13 kg cafe, 10 litros leche",23.81,Si,Manana,0.0,4.645,-74.057
721,2023-11-13,17:30,Croissant,Panaderia,1,4000,4000,Engativa,Presencial,Si,Tarjeta Credito,"12 kg cafe, 4 litros leche",57.98,Si,Tarde,0.0,4.7,-74.1
722,2024-05-24,08:15,Sandwich,Otros,3,7000,21000,Chapinero,Presencial,Si,Nequi,"17 kg cafe, 1 litros leche",25.16,Si,Manana,1.0,4.645,-74.057
723,2024-02-25,18:30,Cafe Americano,Bebida Caliente,2,5000,10000,Chapinero,Presencial,Si,Tarjeta Debito,"20 kg cafe, 10 litros leche",50.77,No,Noche,1.0,4.645,-74.057
724,2023-05-02,06:30,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Online,No,Nequi,"2 kg cafe, 10 litros leche",20.98,Si,Tarde,0.0,4.68,-74.15
725,2023-10-10,06:15,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Nequi,"15 kg cafe, 9 litros leche",24.99,Si,Tarde,1.0,4.755,-74.09
726,2025-01-19,09:15,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Presencial,No,Tarjeta Debito,"11 kg cafe, 3 litros leche",26.31,Si,Tarde,0.0,4.702,-74.03
727,2023-12-23,19:15,Muffin,Panaderia,1,4200,4200,Chapinero,Presencial,Si,Efectivo,"8 kg cafe, 4 litros leche",25.39,Si,Manana,0.0,4.645,-74.057
728,2025-02-14,14:15,Capuchino,Bebida Caliente,4,6000,24000,Suba,Online,No,Efectivo,"20 kg cafe, 5 litros leche",44.2,No,Tarde,0.0,4.755,-74.09
729,2023-01-20,18:15,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Presencial,No,Efectivo,"4 kg cafe, 10 litros leche",34.14,Si,Tarde,0.0,4.645,-74.057
730,2023-03-11,14:00,Capuchino,Bebida Caliente,3,6000,18000,Fontibon,Presencial,No,Tarjeta Debito,"7 kg cafe, 8 litros leche",25.77,Si,Tarde,0.0,4.68,-74.15
731,2024-10-05,15:30,Te Chai,Bebida Caliente,3,5500,16500,Chapinero,Presencial,Si,Efectivo,"16 kg cafe, 10 litros leche",52.56,Si,Tarde,0.0,4.645,-74.057
732,2024-02-23,08:00,Te Chai,Bebida Caliente,4,5500,22000,Chapinero,Online,Si,Efectivo,"4 kg cafe, 8 litros leche",47.99,Si,Manana,0.0,4.645,-74.057
733,2024-11-26,09:30,Latte,Bebida Caliente,2,6500,13000,Engativa,Presencial,Si,Tarjeta Debito,"18 kg cafe, 4 litros leche",44.13,No,Noche,0.0,4.7,-74.1
734,2023-01-26,14:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Online,No,Nequi,"15 kg cafe, 2 litros leche",36.82,Si,Manana,0.0,4.702,-74.03
735,2024-10-02,20:00,Latte,Bebida Caliente,4,6500,26000,Fontibon,Online,No,Tarjeta Debito,"11 kg cafe, 6 litros leche",59.86,Si,Tarde,0.0,4.68,-74.15
736,2023-12-12,07:45,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Tarjeta Credito,"15 kg cafe, 6 litros leche",52.09,Si,Tarde,0.5,4.702,-74.03
737,2023-09-30,13:15,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Online,Si,Efectivo,"4 kg cafe, 5 litros leche",52.41,No,Noche,0.0,4.7,-74.1
738,2023-04-24,14:15,Te Chai,Bebida Caliente,3,5500,16500,Fontibon,Online,Si,Nequi,"6 kg cafe, 2 litros leche",49.66,Si,Noche,0.0,4.68,-74.15
739,2024-08-09,20:45,Muffin,Panaderia,2,4200,8400,Suba,Online,No,Tarjeta Debito,"16 kg cafe, 4 litros leche",57.37,Si,Tarde,0.0,4.755,-74.09
740,2023-07-12,10:00,Capuchino,Bebida Caliente,4,6000,24000,Suba,Presencial,No,Tarjeta Debito,"6 kg cafe, 5 litros leche",34.95,Si,Noche,0.0,4.755,-74.09
741,2024-06-19,12:45,Latte,Bebida Caliente,3,6500,19500,Suba,Presencial,No,Efectivo,"14 kg cafe, 6 litros leche",39.9,Si,Manana,0.0,4.755,-74.09
742,2024-12-25,06:30,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Tarjeta Debito,"1 kg cafe, 8 litros leche",28.6,Si,Manana,0.0,4.645,-74.057
743,2024-03-20,13:00,Cafe Americano,Bebida Caliente,2,5000,10000,Engativa,Presencial,No,Tarjeta Debito,"13 kg cafe, 10 litros leche",43.24,No,Manana,0.0,4.7,-74.1
744,2024-01-27,20:30,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Efectivo,"9 kg cafe, 4 litros leche",50.31,Si,Noche,0.0,4.702,-74.03
745,2023-06-07,14:00,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,Si,Efectivo,"8 kg cafe, 2 litros leche",35.41,No,Tarde,0.0,4.702,-74.03
746,2025-04-06,10:00,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,No,Tarjeta Credito,"17 kg cafe, 5 litros leche",40.45,Si,Manana,0.0,4.645,-74.057
747,2025-04-02,13:00,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,No,Tarjeta Debito,"9 kg cafe, 9 litros leche",20.94,Si,Manana,1.0,4.755,-74.09
748,2024-01-10,11:00,Latte,Bebida Caliente,2,6500,13000,Suba,Presencial,Si,Tarjeta Debito,"11 kg cafe, 1 litros leche",26.28,No,Noche,0.0,4.755,-74.09
749,2024-10-04,17:15,Latte,Bebida Caliente,4,6500,26000,Fontibon,Presencial,Si,Tarjeta Credito,"12 kg cafe, 8 litros leche",58.49,No,Noche,0.0,4.68,-74.15
750,2024-08-28,12:15,Capuchino,Bebida Caliente,1,6000,6000,Suba,Online,No,Efectivo,"19 kg cafe, 5 litros leche",23.12,Si,Noche,0.0,4.755,-74.09
751,2023-09-06,15:15,Te Chai,Bebida Caliente,4,5500,22000,Chapinero,Online,Si,Tarjeta Credito,"15 kg cafe, 10 litros leche",23.72,Si,Manana,0.0,4.645,-74.057
752,2024-10-03,14:15,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,No,Tarjeta Debito,"16 kg cafe, 2 litros leche",40.01,Si,Tarde,0.0,4.7,-74.1
753,2024-07-23,20:15,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,Si,Efectivo,"11 kg cafe, 9 litros leche",26.99,Si,Tarde,0.0,4.755,-74.09
754,2023-04-27,09:15,Cafe Americano,Bebida Caliente,1,5000,5000,Fontibon,Presencial,No,Tarjeta Credito,"10 kg cafe, 9 litros leche",33.32,Si,Noche,1.0,4.68,-74.15
755,2023-08-07,13:00,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,Si,Tarjeta Credito,"17 kg cafe, 8 litros leche",27.25,Si,Tarde,0.0,4.645,-74.057
756,2023-09-10,08:00,Capuchino,Bebida Caliente,2,6000,12000,Engativa,Presencial,No,Tarjeta Debito,"8 kg cafe, 3 litros leche",27.62,Si,Noche,0.0,4.7,-74.1
757,2023-10-29,18:30,Cafe Americano,Bebida Caliente,2,5000,10000,Engativa,Online,Si,Efectivo,"16 kg cafe, 10 litros leche",39.51,Si,Tarde,0.0,4.7,-74.1
758,2023-06-19,13:45,Te Chai,Bebida Caliente,4,5500,22000,Usaquen,Presencial,No,Nequi,"2 kg cafe, 5 litros leche",39.01,Si,Manana,0.0,4.702,-74.03
759,2023-08-13,13:30,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,Si,Efectivo,"17 kg cafe, 5 litros leche",49.1,Si,Tarde,0.0,4.645,-74.057
760,2023-12-05,17:15,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,No,Efectivo,"2 kg cafe, 3 litros leche",34.88,Si,Manana,0.0,4.755,-74.09
761,2023-11-04,16:00,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Efectivo,"4 kg cafe, 9 litros leche",22.71,Si,Noche,0.0,4.702,-74.03
762,2023-12-18,19:00,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Online,No,Nequi,"1 kg cafe, 4 litros leche",36.07,Si,Manana,0.0,4.68,-74.15
763,2025-05-27,07:30,Muffin,Panaderia,2,4200,8400,Engativa,Online,Si,Tarjeta Credito,"5 kg cafe, 10 litros leche",35.88,Si,Tarde,0.0,4.7,-74.1
764,2025-04-03,15:15,Te Chai,Bebida Caliente,4,5500,22000,Chapinero,Online,No,Nequi,"10 kg cafe, 3 litros leche",52.58,Si,Manana,0.0,4.645,-74.057
765,2024-08-13,16:45,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Efectivo,"19 kg cafe, 6 litros leche",31.82,Si,Noche,0.0,4.755,-74.09
766,2024-11-29,10:45,Muffin,Panaderia,1,4200,4200,Fontibon,Presencial,No,Tarjeta Debito,"20 kg cafe, 7 litros leche",46.48,Si,Noche,0.0,4.68,-74.15
767,2025-02-23,06:45,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Tarjeta Debito,"15 kg cafe, 1 litros leche",20.63,Si,Noche,0.5,4.702,-74.03
768,2023-12-30,20:30,Capuchino,Bebida Caliente,4,6000,24000,Suba,Presencial,No,Nequi,"16 kg cafe, 3 litros leche",49.93,Si,Manana,1.0,4.755,-74.09
769,2023-01-20,13:30,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,No,Efectivo,"2 kg cafe, 3 litros leche",46.6,Si,Manana,0.0,4.645,-74.057
770,2023-08-21,17:30,Agua,Bebida Fria,4,3000,12000,Suba,Presencial,No,Efectivo,"17 kg cafe, 8 litros leche",47.5,Si,Manana,0.0,4.755,-74.09
771,2025-01-31,16:00,Muffin,Panaderia,2,4200,8400,Fontibon,Presencial,Si,Efectivo,"19 kg cafe, 8 litros leche",43.95,No,Tarde,0.5,4.68,-74.15
772,2024-11-20,19:00,Muffin,Panaderia,1,4200,4200,Fontibon,Presencial,No,Efectivo,"15 kg cafe, 1 litros leche",55.06,Si,Tarde,2.0,4.68,-74.15
773,2023-12-13,08:30,Agua,Bebida Fria,2,3000,6000,Usaquen,Online,Si,Efectivo,"3 kg cafe, 10 litros leche",44.52,Si,Noche,0.0,4.702,-74.03
774,2023-01-16,20:45,Te Chai,Bebida Caliente,2,5500,11000,Engativa,Online,Si,Tarjeta Debito,"3 kg cafe, 6 litros leche",52.76,Si,Tarde,0.0,4.7,-74.1
775,2023-01-02,06:00,Latte,Bebida Caliente,3,6500,19500,Chapinero,Presencial,No,Tarjeta Debito,"8 kg cafe, 8 litros leche",38.66,Si,Noche,0.0,4.645,-74.057
776,2023-01-30,12:15,Muffin,Panaderia,4,4200,16800,Usaquen,Presencial,Si,Nequi,"1 kg cafe, 5 litros leche",48.4,Si,Tarde,0.0,4.702,-74.03
777,2025-05-02,08:45,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,Si,Efectivo,"6 kg cafe, 8 litros leche",51.53,Si,Noche,0.0,4.645,-74.057
778,2023-10-03,20:00,Croissant,Panaderia,4,4000,16000,Engativa,Presencial,Si,Tarjeta Credito,"3 kg cafe, 1 litros leche",30.64,Si,Manana,0.0,4.7,-74.1
779,2024-04-07,19:45,Latte,Bebida Caliente,3,6500,19500,Chapinero,Online,No,Nequi,"11 kg cafe, 7 litros leche",39.32,Si,Noche,0.0,4.645,-74.057
780,2023-06-10,19:00,Capuchino,Bebida Caliente,4,6000,24000,Suba,Presencial,No,Tarjeta Credito,"17 kg cafe, 1 litros leche",28.82,Si,Manana,0.0,4.755,-74.09
781,2023-12-27,14:15,Capuchino,Bebida Caliente,3,6000,18000,Engativa,Online,No,Nequi,"4 kg cafe, 4 litros leche",42.77,Si,Manana,0.0,4.7,-74.1
782,2024-06-09,14:00,Latte,Bebida Caliente,1,6500,6500,Suba,Presencial,No,Tarjeta Credito,"11 kg cafe, 10 litros leche",46.18,Si,Manana,1.0,4.755,-74.09
783,2023-09-27,17:30,Croissant,Panaderia,3,4000,12000,Fontibon,Presencial,Si,Tarjeta Debito,"9 kg cafe, 5 litros leche",55.94,Si,Tarde,0.0,4.68,-74.15
784,2023-04-17,16:45,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Online,No,Efectivo,"5 kg cafe, 1 litros leche",28.54,Si,Manana,0.0,4.702,-74.03
785,2024-10-13,07:30,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Online,No,Tarjeta Credito,"12 kg cafe, 9 litros leche",51.78,Si,Noche,0.0,4.645,-74.057
786,2023-01-24,17:15,Capuchino,Bebida Caliente,4,6000,24000,Usaquen,Presencial,Si,Efectivo,"10 kg cafe, 1 litros leche",54.74,Si,Tarde,1.0,4.702,-74.03
787,2024-07-21,12:45,Capuchino,Bebida Caliente,4,6000,24000,Usaquen,Presencial,Si,Efectivo,"12 kg cafe, 4 litros leche",34.79,Si,Noche,0.0,4.702,-74.03
788,2024-06-16,11:15,Capuchino,Bebida Caliente,4,6000,24000,Suba,Online,No,Tarjeta Credito,"9 kg cafe, 4 litros leche",54.43,Si,Noche,0.0,4.755,-74.09
789,2024-05-04,11:45,Capuchino,Bebida Caliente,4,6000,24000,Suba,Online,Si,Tarjeta Debito,"20 kg cafe, 5 litros leche",53.49,Si,Manana,0.0,4.755,-74.09
790,2023-06-30,10:00,Cafe Americano,Bebida Caliente,2,5000,10000,Chapinero,Presencial,Si,Efectivo,"16 kg cafe, 4 litros leche",27.34,Si,Manana,0.0,4.645,-74.057
791,2024-02-29,20:15,Agua,Bebida Fria,2,3000,6000,Suba,Presencial,Si,Efectivo,"16 kg cafe, 6 litros leche",32.97,Si,Noche,0.0,4.755,-74.09
792,2023-12-01,09:15,Sandwich,Otros,1,7000,7000,Chapinero,Presencial,Si,Tarjeta Credito,"14 kg cafe, 5 litros leche",53.5,Si,Manana,0.0,4.645,-74.057
793,2025-05-15,16:15,Te Chai,Bebida Caliente,4,5500,22000,Usaquen,Presencial,No,Efectivo,"17 kg cafe, 6 litros leche",20.98,Si,Tarde,0.0,4.702,-74.03
794,2024-11-22,11:45,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Online,Si,Tarjeta Credito,"1 kg cafe, 7 litros leche",54.43,Si,Manana,0.0,4.702,-74.03
795,2025-05-05,14:45,Sandwich,Otros,3,7000,21000,Chapinero,Presencial,No,Tarjeta Debito,"6 kg cafe, 7 litros leche",29.12,No,Tarde,0.0,4.645,-74.057
796,2025-01-09,07:00,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,Si,Efectivo,"10 kg cafe, 5 litros leche",40.43,Si,Noche,0.0,4.645,-74.057
797,2024-05-11,10:00,Capuchino,Bebida Caliente,3,6000,18000,Suba,Online,Si,Efectivo,"17 kg cafe, 6 litros leche",38.84,Si,Tarde,0.0,4.755,-74.09
